,recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location
10,113277313,"{'steamid': '76561199018356050', 'num_games_owned': 14, 'num_reviews': 1, 'playtime_forever': 17993, 'playtime_last_two_weeks': 0, 'playtime_at_review': 17638, 'last_played': 1660915767}",schinese,"忠告
别碰饰品，别碰箱子，别碰挂",1648991047,1677719955,True,3292,156,0.979181110858917236,67,False,False,False,False,
11,116209580,"{'steamid': '76561197976673043', 'num_games_owned': 33, 'num_reviews': 1, 'playtime_forever': 30206, 'playtime_last_two_weeks': 1, 'playtime_at_review': 2869, 'last_played': 1679582002}",schinese,"外挂没有母亲，这是很难过的一件事情，但是他的父亲是谁，我们一无所知，毕竟每个人都有可能是他的父亲。
外掛沒有母親，這是很難過的一件事情，但是他的父親是誰，我們一無所知，畢竟每個人都有可能是他的父親。
プラグインのない母親がいるのは悲しいことですが、父親が誰なのかわかりません。
It is a sad thing to have a mother without a plug-in, but we do n’t know who his father is. After all, everyone can be his father.
C'est triste d'avoir une mère sans plug-in, mais on ne sait pas qui est son père, après tout, tout le monde peut être son père.
Грустно иметь мать без плагина, но мы не знаем, кто его отец. Ведь каждый может быть его отцом.
Es ist traurig, eine Mutter ohne Plug-In zu haben, aber wir wissen nicht, wer sein Vater ist. Schließlich kann jeder sein Vater sein.
plug-in မပါသောမိခင်တစ် ဦး ရှိခြင်းသည်ဝမ်းနည်းဖွယ်ကောင်းသော်လည်းသူ၏ဖခင်သည်မည်သူမည်ဝါဖြစ်ကြောင်းကျွန်ုပ်တို့မသိပါ။
Είναι λυπηρό να έχουμε μια μητέρα χωρίς προσθήκη, αλλά δεν ξέρουμε ποιος είναι ο πατέρας του. Εξάλλου, όλοι μπορούν να είναι ο πατέρας του.",1653852677,1653852677,True,991,310,0.978250086307525635,4,True,True,False,False,
12,119420606,"{'steamid': '76561198420528795', 'num_games_owned': 5, 'num_reviews': 2, 'playtime_forever': 344, 'playtime_last_two_weeks': 0, 'playtime_at_review': 108, 'last_played': 1676820044}",schinese,"准备购买CSGO的同学要注意下面几点！
1：最好别碰箱子【这种比运气的东西就跟赌博一样，一开根本停不下来，除非你认为你自己是个欧洲人，不然最好别去碰箱子，安安心心的去买皮肤吧！】
2：升级经验是固定的，不管你是多少级，升级都是固定的5000点。每周升级都可以随机获得一个喷漆【有次数限制】或者一把皮肤枪，不过基本都不值钱，每周只能获得一次。40级满级后可以转生，回到1级，同时会送你一个今年的服役勋章，比如你17年满级转生，就送你17年的服役勋章，简单来说这勋章就是拿来好看的。
3：平衡性，不用我说了，皮肤没有任何属性加成，所以不用担心遇到什么人名币战士。
4：CT和T都有自己阵营的特色武器，比如CT的M4A1，T的AK47。【说这个就是想吐槽我有一个萌新朋友抓着我问为什么CT买不了AK47，T买不了M4A1。说实话我可以笑他一年，23333】
5：现在到了2级就能打竞技了，并且定级赛并不是让你定级打10把，而是让你赢10把，赢了10把才算定级完成。每赢2把会冻结你的竞技模式，无法打竞技，这是以你赢的两把的战绩还有之前输的几把比赛帮你测评你的水平，冻结时间结束后才能继续打竞技。定级完成后你才可以随心所欲的打竞技了！
6：一定要小心一些陌生人，有些心怀不轨的人会加你好友给你发链接，这个时候别去点链接，也别信那些人说的我用XXX元买你刀啊皮肤之类的，这些家伙们都不是什么好人。【提这个是因为在贴吧里不止一次看到有人被骗了。】
7：现在CSGO分两种服务器，国服和国际服，国服目前在18号前没有激活码是没法玩的，激活码自己去百度搜索CSGO完美官网去抢，国服和谐有点严重，血变成石油了，恐怖份子变成了****和谐符号等等。对于国际服玩家，VPN的话我比较建议网易UU和奇游。国际服玩家想转国服的话，跟DOTA2转国服一样，鼠标右键游戏点击属性，在属性页面选择【设置启动选项】，在启动选项中输入—perfectworld steam，确定，然后就可以玩国服了，不过国际服玩家没有激活码也是没办法在18号前进行匹配的。[10.2]这次CSGO更新后，好像打开游戏是让我们自行选择哪个服务器，可以选择国服也可以选择国际服，如果有什么遗漏的欢迎留言补充，这也是我最后一次更新评测了吧。
8:[8.5]最近V社在封中国饰品网机器人，导致中国玩家损失惨重，所以第八条建议，最好是等这次风波过后再用。还是那句话，理性消费才是关键。
最近混了混饰品交易网，饰品交易网主要还是看信誉，不清楚的萌新可以去问问百度贴吧的老哥们，饰品交易网最深的坑就是类似于赌博性质的“抽奖”，这抽奖很容易亏钱，相信有些氪金老哥很清楚的，交易网用来提现或者买枪都可以，但是我不建议去花钱“抽奖”，非常坑，真的非常坑。【7.30】因为某饰品交易网的事情搞得很多人被坑，因为我早就不玩饰品了，就不予评价，不过不是这次事件，某网的黑点也够多的，比如以前被串号转库存这些事情不少有，不过这次更新不说这个，这次我想教下萌新们安全地卖皮肤：去百度贴吧，饰品交易吧把你想要卖的饰品信息挂到贴吧里，跟别人谈价，等确定买家之后走饰品网，挂好饰品后把信息告诉买家，让他买。注意一点，这个是最重点的，无论什么情况，所有交易必须都是走饰品交易网，若他非要不用交易网和你进行交易的话，请不要跟他浪费时间，这种饰品交易不走交易网还会去市场？这种人不走交易网就是想坑走你的饰品，那种“买家”会要你去其他什么狗P网站交易，然后再申诉把钱拿回来，走饰品交易网至少不会被骗，目前由于某网出了这么大的事情，肯定有萌新在思考用什么交易网，因为我出了饰品坑所以也不好说哪些，但是我们有万能的百度贴吧老哥们，萌新可以去问CSGO吧的兄弟们什么交易网可靠，记得没错的话，好像置顶帖就有教的，然后饰品交易过程，最好是越短越好，所以要先找到买家再去挂饰品交易网，十几块的皮肤不需要用我这个，但是几百块以上的最好要先找到买家，再直接挂交易网，这次某网事件我就不说什么了，最后给各位萌新留一个提醒：饰品是个大坑，切勿沉迷饰品，别因为一时冲动，吃半月尘土。
9：国服出了后，为了少点萌新被骗，我给第6条补充一下，先说说目前骗子骗人的骗法吧，基本上想买你的刀或者找你打联赛的，全都是骗子。有人以前好奇，说为什么不能点链接，我就给你们讲讲吧，这是库存链接，对于绑了手机安全令牌的还好，没绑的绝对会出事，它会把你所有库存交易给对方，手机还好可以确认是否交易，但是没绑手机令牌的同学就惨了。然后别以为有手机安全令牌就可以随便浪了，有些黑客早已经弄了个盗号网站，等着你浪呢。目前骗子最喜欢用的手法是打联赛缺人来骗你，因为是机器人自动发话，我就给你们讲讲骗子一般怎么骗人的吧。
骗子：我们联赛缺一个人，你打什么位置？
萌新：？？？
骗子：行，我知道了，你加下我们领队，她会告诉你更多。XXXX【这是库存交易链接】
这时候，只需要删除好友即可，别想着去调戏，这是电脑人不会回复你的。
------------分割线------------
准备购买CSGO的同学要注意下面几点！
1：最好别碰箱子【这种比运气的东西就跟赌博一样，一开根本停不下来，除非你认为你自己是个欧洲人，不然最好别去碰箱子，安安心心的去买皮肤吧！】
2：升级经验是固定的，不管你是多少级，升级都是固定的5000点。每周升级都可以随机获得一个喷漆【有次数限制】或者一把皮肤枪，不过基本都不值钱，每周只能获得一次。40级满级后可以转生，回到1级，同时会送你一个今年的服役勋章，比如你17年满级转生，就送你17年的服役勋章，简单来说这勋章就是拿来好看的。
3：平衡性，不用我说了，皮肤没有任何属性加成，所以不用担心遇到什么人名币战士。
4：CT和T都有自己阵营的特色武器，比如CT的M4A1，T的AK47。【说这个就是想吐槽我有一个萌新朋友抓着我问为什么CT买不了AK47，T买不了M4A1。说实话我可以笑他一年，23333】
5：现在到了2级就能打竞技了，并且定级赛并不是让你定级打10把，而是让你赢10把，赢了10把才算定级完成。每赢2把会冻结你的竞技模式，无法打竞技，这是以你赢的两把的战绩还有之前输的几把比赛帮你测评你的水平，冻结时间结束后才能继续打竞技。定级完成后你才可以随心所欲的打竞技了！
6：一定要小心一些陌生人，有些心怀不轨的人会加你好友给你发链接，这个时候别去点链接，也别信那些人说的我用XXX元买你刀啊皮肤之类的，这些家伙们都不是什么好人。【提这个是因为在贴吧里不止一次看到有人被骗了。】
7：现在CSGO分两种服务器，国服和国际服，国服目前在18号前没有激活码是没法玩的，激活码自己去百度搜索CSGO完美官网去抢，国服和谐有点严重，血变成石油了，恐怖份子变成了****和谐符号等等。对于国际服玩家，VPN的话我比较建议网易UU和奇游。国际服玩家想转国服的话，跟DOTA2转国服一样，鼠标右键游戏点击属性，在属性页面选择【设置启动选项】，在启动选项中输入—perfectworld steam，确定，然后就可以玩国服了，不过国际服玩家没有激活码也是没办法在18号前进行匹配的。[10.2]这次CSGO更新后，好像打开游戏是让我们自行选择哪个服务器，可以选择国服也可以选择国际服，如果有什么遗漏的欢迎留言补充，这也是我最后一次更新评测了吧。
8:[8.5]最近V社在封中国饰品网机器人，导致中国玩家损失惨重，所以第八条建议，最好是等这次风波过后再用。还是那句话，理性消费才是关键。
最近混了混饰品交易网，饰品交易网主要还是看信誉，不清楚的萌新可以去问问百度贴吧的老哥们，饰品交易网最深的坑就是类似于赌博性质的“抽奖”，这抽奖很容易亏钱，相信有些氪金老哥很清楚的，交易网用来提现或者买枪都可以，但是我不建议去花钱“抽奖”，非常坑，真的非常坑。【7.30】因为某饰品交易网的事情搞得很多人被坑，因为我早就不玩饰品了，就不予评价，不过不是这次事件，某网的黑点也够多的，比如以前被串号转库存这些事情不少有，不过这次更新不说这个，这次我想教下萌新们安全地卖皮肤：去百度贴吧，饰品交易吧把你想要卖的饰品信息挂到贴吧里，跟别人谈价，等确定买家之后走饰品网，挂好饰品后把信息告诉买家，让他买。注意一点，这个是最重点的，无论什么情况，所有交易必须都是走饰品交易网，若他非要不用交易网和你进行交易的话，请不要跟他浪费时间，这种饰品交易不走交易网还会去市场？这种人不走交易网就是想坑走你的饰品，那种“买家”会要你去其他什么狗P网站交易，然后再申诉把钱拿回来，走饰品交易网至少不会被骗，目前由于某网出了这么大的事情，肯定有萌新在思考用什么交易网，因为我出了饰品坑所以也不好说哪些，但是我们有万能的百度贴吧老哥们，萌新可以去问CSGO吧的兄弟们什么交易网可靠，记得没错的话，好像置顶帖就有教的，然后饰品交易过程，最好是越短越好，所以要先找到买家再去挂饰品交易网，十几块的皮肤不需要用我这个，但是几百块以上的最好要先找到买家，再直接挂交易网，这次某网事件我就不说什么了，最后给各位萌新留一个提醒：饰品是个大坑，切勿沉迷饰品，别因为一时冲动，吃半月尘土。
9：国服出了后，为了少点萌新被骗，我给第6条补充一下，先说说目前骗子骗人的骗法吧，基本上想买你的刀或者找你打联赛的，全都是骗子。有人以前好奇，说为什么不能点链接，我就给你们讲讲吧，这是库存链接，对于绑了手机安全令牌的还好，没绑的绝对会出事，它会把你所有库存交易给对方，手机还好可以确认是否交易，但是没绑手机令牌的同学就惨了。然后别以为有手机安全令牌就可以随便浪了，有些黑客早已经弄了个盗号网站，等着你浪呢。目前骗子最喜欢用的手法是打联赛缺人来骗你，因为是机器人自动发话，我就给你们讲讲骗子一般怎么骗人的吧。
骗子：我们联赛缺一个人，你打什么位置？
萌新：？？？
骗子：行，我知道了，你加下我们领队，她会告诉你更多。XXXX【这是库存交易链接】
这时候，只需要删除好友即可，别想着去调戏，这是电脑人不会回复你的。",1658717993,1658717993,True,1970,105,0.97824549674987793,0,False,False,False,False,
13,116515226,"{'steamid': '76561199245025349', 'num_games_owned': 21, 'num_reviews': 1, 'playtime_forever': 10056, 'playtime_last_two_weeks': 1, 'playtime_at_review': 3574, 'last_played': 1679715837}",schinese,今天第一次捡到龙狙截屏，真tm开心，祝看到这篇评测小哥哥牛子长5cm，小姐姐🐻大一圈,1654421515,1654421515,True,2593,401,0.977602362632751465,15,True,False,False,False,
14,114657756,"{'steamid': '76561199074316576', 'num_games_owned': 68, 'num_reviews': 3, 'playtime_forever': 38566, 'playtime_last_two_weeks': 610, 'playtime_at_review': 10369, 'last_played': 1679751086}",schinese,"外挂没有母亲，这是很难过的一件事情，但是他的父亲是谁，我们一无所知，毕竟每个人都有可能是他的父亲。
外掛沒有母親，這是很難過的一件事情，但是他的父親是誰，我們一無所知，畢竟每個人都有可能是他的父親。
プラグインのない母親がいるのは悲しいことですが、父親が誰なのかわかりません。
It is a sad thing to have a mother without a plug-in, but we do n’t know who his father is. After all, everyone can be his father.
C'est triste d'avoir une mère sans plug-in, mais on ne sait pas qui est son père, après tout, tout le monde peut être son père.
Грустно иметь мать без плагина, но мы не знаем, кто его отец. Ведь каждый может быть его отцом.
Es ist traurig, eine Mutter ohne Plug-In zu haben, aber wir wissen nicht, wer sein Vater ist. Schließlich kann jeder sein Vater sein.
plug-in မပါသောမိခင်တစ် ဦး ရှိခြင်းသည်ဝမ်းနည်းဖွယ်ကောင်းသော်လည်းသူ၏ဖခင်သည်မည်သူမည်ဝါဖြစ်ကြောင်းကျွန်ုပ်တို့မသိပါ။
Είναι λυπηρό να έχουμε μια μητέρα χωρίς προσθήκη, αλλά δεν ξέρουμε ποιος είναι ο πατέρας του. Εξάλλου, όλοι μπορούν να είναι ο πατέρας του.
",1651228288,1651228288,True,812,249,0.977207601070404053,0,False,False,False,False,
15,115340999,"{'steamid': '76561199157643729', 'num_games_owned': 9, 'num_reviews': 2, 'playtime_forever': 52875, 'playtime_last_two_weeks': 0, 'playtime_at_review': 27089, 'last_played': 1675579607}",schinese,太好玩了我一直以为他是免费的，直到我发现别人的刀会转,1652357327,1652357327,True,717,239,0.975889384746551514,16,True,False,False,False,
16,122924749,"{'steamid': '76561198442965276', 'num_games_owned': 120, 'num_reviews': 4, 'playtime_forever': 7243, 'playtime_last_two_weeks': 0, 'playtime_at_review': 7243, 'last_played': 1658836383}",schinese,"懒得换号了，就拿这个号说吧。cs:go打了几千个小时了，可以说它就是我的第二条命。很奇怪，就算是高三的时候上网被我爸妈揍我都没戒掉游戏，现在因为一个人戒掉了。我家很穷啊，虽然养我有余但是多了一个她哦，她还想要女儿诶。她是一个很好的女孩子，我真的的不想让她失望了。人总得赌一次，这次我带上所有的希望，家产，那些从小学到大的礼仪，看的那些书，画过的画以及所有的兴趣爱好和与人交流的能力来赌她会爱我一辈子。我爱她，我总得试试。
再见咯，csgo，我真的逃避了太久了。
人生哪有不青山，江湖再见
对了，她叫刘亦菲，跟明星同名，还是个小笨蛋，等我和她结婚了我会回来的，到时候给你们发喜糖吃。
aconative于2022年九月二十八日留",1664299569,1664299569,True,5301,739,0.975243449211120605,0,False,False,False,True,
17,119750265,"{'steamid': '76561199044392466', 'num_games_owned': 29, 'num_reviews': 8, 'playtime_forever': 127518, 'playtime_last_two_weeks': 1006, 'playtime_at_review': 103425, 'last_played': 1679810155}",schinese,"外挂没有母亲，这是很难过的一件事情，但是他的父亲是谁，我们一无所知，毕竟每个人都有可能是他的父亲。
外掛沒有母親，這是很難過的一件事情，但是他的父親是誰，我們一無所知，畢竟每個人都有可能是他的父親。
プラグインのない母親がいるのは悲しいことですが、父親が誰なのかわかりません。
It is a sad thing to have a mother without a plug-in, but we do n’t know who his father is. After all, everyone can be his father.
C'est triste d'avoir une mère sans plug-in, mais on ne sait pas qui est son père, après tout, tout le monde peut être son père.
Грустно иметь мать без плагина, но мы не знаем, кто его отец. Ведь каждый может быть его отцом.
Es ist traurig, eine Mutter ohne Plug-In zu haben, aber wir wissen nicht, wer sein Vater ist. Schließlich kann jeder sein Vater sein.
plug-in မပါသောမိခင်တစ် ဦး ရှိခြင်းသည်ဝမ်းနည်းဖွယ်ကောင်းသော်လည်းသူ၏ဖခင်သည်မည်သူမည်ဝါဖြစ်ကြောင်းကျွန်ုပ်တို့မသိပါ။
Είναι λυπηρό να έχουμε μια μητέρα χωρίς προσθήκη, αλλά δεν ξέρουμε ποιος είναι ο πατέρας του. Εξάλλου, όλοι μπορούν να είναι ο πατέρας του.",1659172031,1659172031,True,676,242,0.973254203796386719,1,False,False,False,False,
18,131335918,"{'steamid': '76561198388416030', 'num_games_owned': 1, 'num_reviews': 1, 'playtime_forever': 484863, 'playtime_last_two_weeks': 18537, 'playtime_at_review': 436409, 'last_played': 1680286898}",english,"Your team in every random competitive game:

- You
- Russian Guy
- Another Russian Guy
- A 6 year old kid who slept with your mother
- Russian Guy who speaks English

10/10",1674392512,1674814908,True,2498,725,0.970382392406463623,132,True,False,False,True,
19,128894961,"{'steamid': '76561199261498722', 'num_games_owned': 4, 'num_reviews': 2, 'playtime_forever': 4071, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2768, 'last_played': 1675672520}",schinese,今天是牛子节，如果你看到了这篇评论并点赞，牛子精灵会在你睡着时偷偷给你的牛子加长5cm，并且将上一个逼着你点赞的人的牛子变短5cm,1671518627,1671518627,True,5989,471,0.9686279296875,97,False,True,False,True,
20,117788384,"{'steamid': '76561198158022300', 'num_games_owned': 258, 'num_reviews': 33, 'playtime_forever': 1254, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1254, 'last_played': 1567873215}",english,This community is so nice i got a lot of tips on how to uninstall the game and kill myself,1656419938,1656419938,True,1347,826,0.968568384647369385,0,False,False,False,False,
